Word,ID
solid,2398
solution,2399
solve,2400
somebody,2401
somehow,2402
someone,2403
something,2404
sometimes,2405
somewhat,2406
somewhere,2407
son,2408
song,2409
soon,2410
sophisticated,2411
sorry,2412
sort,2413
soul,2414
sound,2415
soup,2416
source,2417
south,2418
southern,2419
Soviet,2420
space,2421
Spanish,2422
speak,2423
speaker,2424
special,2425
specialist,2426
species,2427
specific,2428
specifically,2429
speech,2430
speed,2431
spend,2432
spending,2433
spin,2434
spirit,2435
spiritual,2436
split,2437
spokesman,2438
sport,2439
spot,2440
spread,2441
spring,2442
square,2443
squeeze,2444
stability,2445
stable,2446
staff,2447
stage,2448
stair,2449
stake,2450
stand,2451
standard,2452
standing,2453
star,2454
stare,2455
start,2456
state,2457
statement,2458
station,2459
statistics,2460
status,2461
stay,2462
steady,2463
steal,2464
steel,2465
step,2466
stick,2467
still,2468
stir,2469
stock,2470
stomach,2471
stone,2472
stop,2473
storage,2474
store,2475
storm,2476
story,2477
straight,2478
strange,2479
stranger,2480
strategic,2481
strategy,2482
stream,2483
street,2484
strength,2485
strengthen,2486
stress,2487
stretch,2488
strike,2489
string,2490
strip,2491
stroke,2492
strong,2493
strongly,2494
structure,2495
struggle,2496
student,2497
studio,2498
study,2499
stuff,2500
stupid,2501
style,2502
subject,2503
submit,2504
subsequent,2505
substance,2506
substantial,2507
succeed,2508
success,2509
successful,2510
successfully,2511
sudden,2512
suddenly,2513
sue,2514
suffer,2515
sufficient,2516
sugar,2517
suggest,2518
suggestion,2519
suicide,2520
suit,2521
summer,2522
summit,2523
sun,2524
super,2525
supply,2526
support,2527
supporter,2528
suppose,2529
supposed,2530
Supreme,2531
sure,2532
surely,2533
surface,2534
surgery,2535
surprise,2536
surprised,2537
surprising,2538
surprisingly,2539
surround,2540
survey,2541
survival,2542
survive,2543
survivor,2544
suspect,2545
sustain,2546
swear,2547
sweep,2548
sweet,2549
swim,2550
swing,2551
switch,2552
symbol,2553
symptom,2554
system,2555
table,2556
tablespoon,2557
tactic,2558
tail,2559
take,2560
tale,2561
talent,2562
talk,2563
tall,2564
tank,2565
tap,2566
tape,2567
target,2568
task,2569
taste,2570
tax,2571
taxpayer,2572
tea,2573
teach,2574
teacher,2575
teaching,2576
team,2577
tear,2578
teaspoon,2579
technical,2580
technique,2581
technology,2582
teen,2583
teenager,2584
telephone,2585
telescope,2586
television,2587
tell,2588
temperature,2589
temporary,2590
ten,2591
tend,2592
tendency,2593
tennis,2594
tension,2595
tent,2596
term,2597
terms,2598
terrible,2599
territory,2600
terror,2601
terrorism,2602
terrorist,2603
test,2604
testify,2605
testimony,2606
testing,2607
text,2608
thank,2609
thanks,2610
theater,2611
theme,2612
theory,2613
therapy,2614
therefore,2615
thick,2616
thin,2617
thing,2618
think,2619
thinking,2620
third,2621
thirty,2622
though,2623
thought,2624
thousand,2625
threat,2626
threaten,2627
three,2628
throat,2629
throughout,2630
throw,2631
thus,2632
ticket,2633
tie,2634
tight,2635
time,2636
tiny,2637
tip,2638
tire,2639
tired,2640
tissue,2641
title,2642
tobacco,2643
today,2644
toe,2645
together,2646
tomato,2647
tomorrow,2648
tone,2649
tongue,2650
tonight,2651
tool,2652
tooth,2653
top,2654
topic,2655
toss,2656
total,2657
totally,2658
touch,2659
tough,2660
tour,2661
tourist,2662
tournament,2663
toward,2664
towards,2665
tower,2666
town,2667
toy,2668
trace,2669
track,2670
trade,2671
tradition,2672
traditional,2673
traffic,2674
tragedy,2675
trail,2676
train,2677
training,2678
transfer,2679
transform,2680
transformation,2681
transition,2682
translate,2683
transportation,2684
travel,2685
treat,2686
treatment,2687
treaty,2688
tree,2689
tremendous,2690
trend,2691
trial,2692
tribe,2693
trick,2694
trip,2695
troop,2696
trouble,2697
truck,2698
TRUE,2699
truly,2700
trust,2701
truth,2702
try,2703
tube,2704
tunnel,2705
turn,2706
TV,2707
twelve,2708
twenty,2709
twice,2710
twin,2711
two,2712
type,2713
typical,2714
typically,2715
ugly,2716
ultimate,2717
ultimately,2718
unable,2719
uncle,2720
undergo,2721
understand,2722
understanding,2723
unfortunately,2724
uniform,2725
union,2726
unique,2727
unit,2728
United,2729
universal,2730
universe,2731
university,2732
unknown,2733
unless,2734
unlike,2735
unlikely,2736
unusual,2737
upon,2738
upper,2739
urban,2740
urge,2741
us,2742
use,2743
used,2744
useful,2745
user,2746
usual,2747
usually,2748
utility,2749
vacation,2750
valley,2751
valuable,2752
value,2753
variable,2754
variation,2755
variety,2756
various,2757
vary,2758
vast,2759
vegetable,2760
vehicle,2761
venture,2762
version,2763
versus,2764
vessel,2765
veteran,2766
via,2767
victim,2768
victory,2769
video,2770
view,2771
viewer,2772
village,2773
violate,2774
violation,2775
violence,2776
violent,2777
virtually,2778
virtue,2779
virus,2780
visible,2781
vision,2782
visit,2783
visitor,2784
visual,2785
vital,2786
voice,2787
volume,2788
volunteer,2789
vote,2790
voter,2791
vs,2792
vulnerable,2793
wage,2794
wait,2795
wake,2796
walk,2797
wall,2798
wander,2799
want,2800
war,2801
warm,2802
warn,2803
warning,2804
wash,2805
waste,2806
watch,2807
water,2808
wave,2809
way,2810
weak,2811
wealth,2812
wealthy,2813
weapon,2814
wear,2815
weather,2816
wedding,2817
week,2818
weekend,2819
weekly,2820
weigh,2821
weight,2822
welcome,2823
welfare,2824
well,2825
west,2826
western,2827
wet,2828
whatever,2829
wheel,2830
whenever,2831
whereas,2832
whether,2833
whisper,2834
white,2835
whole,2836
whose,2837
wide,2838
widely,2839
widespread,2840
wife,2841
wild,2842
willing,2843
win,2844
wind,2845
window,2846
wine,2847
wing,2848
winner,2849
winter,2850
wipe,2851
wire,2852
wisdom,2853
wise,2854
wish,2855
withdraw,2856
within,2857
without,2858
witness,2859
woman,2860
wonder,2861
wonderful,2862
wood,2863
wooden,2864
word,2865
work,2866
worker,2867
working,2868
works,2869
workshop,2870
world,2871
worried,2872
worry,2873
worth,2874
would,2875
wound,2876
wrap,2877
write,2878
writer,2879
writing,2880
wrong,2881
yard,2882
yeah,2883
year,2884
yell,2885
yellow,2886
yes,2887
yesterday,2888
yet,2889
yield,2890
young,2891
youth,2892
zone,2893
