Word,ID,Meanings-notS,Smeaning,Num_Synonyms,Representativeness,Antonym_Count,Hyponym_Count,Hypernym_Count,Word_Frequency,Zipf_Frequency,Num_Letters,Num_Syllables,Inv_Num_Letters,Inv_Num_Syllables,Syllables_per_Letter,Flesch_Reading_Ease,Sentiment_Positive,Sentiment_Negative,Polarity,Blob_Positive,Blob_Negative,Blob_Polarity,SWN_Positive_Avg,SWN_Negative_Avg,SWN_Polarity_Avg,SWN_Positive_Max,SWN_Negative_Max,SWN_Polarity_Max,SWN_Positive_Avg4,SWN_Negative_Avg5,SWN_Polarity_Avg6,SWN_Positive_Max7,SWN_Negative_Max8,SWN_Polarity_Max9,GPT_Positive_Score,GPT_Negative_Score,DepSeek_Positive_Score,DeepSeek_Negative_Score,Sum
treat,2686,10,0.432260253,0.318815667,-0.263635261,-0.569630076,1.91471843,1.229755067,-0.223346544,0.136604302,-0.651883821,-1.097762386,0.379020388,1.394672249,-1.286837079,1.097762386,2.978879007,-0.274708362,2.310207142,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,0.771396944,-0.231905958,0.712250866,1.266794157,-0.170277552,1.21286908,1.279380926,-0.898435863,-0.400310907,0.349663141,20.77416799
confident,531,3,-0.568963856,-0.529004119,-0.036976245,0.387917751,-0.543025588,-0.841634955,-0.39251383,-0.537504433,1.085472139,0.874800709,-0.966342313,-0.921574955,0.141205999,-0.874800709,2.978879007,-0.274708362,2.853682572,4.01206138,-0.183761516,3.301238059,0,0,0,0,0,0,0.513783663,1.576666649,-0.683273189,0.746089574,1.918304476,-0.985187772,0.293207695,1.609334088,2.8761961,0.349663141,20.74819502
reach,2077,13,0.8613563,1.92025304,0.573259567,-0.569630076,0.96552074,1.229755067,-0.044941454,0.536856364,-0.651883821,-1.097762386,0.379020388,1.394672249,-1.286837079,1.097762386,2.978879007,-0.274708362,0.088455958,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,0.191767066,-0.023224503,0.154041244,0.22538499,0.351867955,-0.105965031,0.011443914,0.258996422,-0.400310907,0.349663141,20.74244793
benefit,258,5,-0.282899825,-0.529004119,-0.603623784,-0.569630076,-0.136226578,-0.220217948,-0.166187632,0.284065588,0.216794159,0.874800709,-0.485855631,-0.921574955,1.161236779,-0.874800709,2.978879007,-0.274708362,2.646334881,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,3.089916456,-0.649268867,2.665984545,2.828907908,-0.692423059,2.971314561,-0.692965537,0.098241938,2.8761961,0.349663141,20.71596056
separate,2290,19,1.719548393,2.297061833,0.112141529,1.345465578,2.084218017,0.539291726,-0.15752719,0.305131486,0.651133149,0.874800709,-0.756129389,-0.921574955,0.587469465,-0.874800709,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.774282731,2.133150534,-1.98576231,-0.816024177,1.396158969,-1.864410512,-1.115611207,1.28782512,-0.400310907,-1.172503146,20.59066436
box,305,13,0.8613563,-0.340599722,-0.995918235,0.387917751,0.202772597,0.470245392,0.087274617,0.747515344,-1.520561802,-1.097762386,2.397064432,1.394672249,0.141205999,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,2.317076619,0.185456952,1.5495653,1.266794157,-0.170277552,1.21286908,0.011443914,-0.576926895,-0.400310907,0.349663141,20.53269591
alive,90,7,0.003164206,-0.43480192,-0.725048257,1.345465578,-0.543025588,-0.841634955,-0.215840828,0.1576702,-0.651883821,-0.111480839,0.379020388,-0.342513153,0.855227543,0.111480839,2.978879007,-0.274708362,2.191469576,0.610541466,-0.183761516,0.591217273,0,0,0,0,0,0,1.673043419,-0.649268867,1.642600236,1.787498741,-0.692423059,2.09209182,0.574971475,-1.059190347,2.8761961,0.349663141,20.49145529
pure,2042,7,0.003164206,0.789826659,0.853469888,1.345465578,-0.543025588,-0.841634955,-0.295516888,-0.095120576,-1.086222811,-1.097762386,1.135786907,1.394672249,-0.751320923,1.097762386,-0.33569675,-0.274708362,-0.063953456,1.582404296,-0.183761516,1.365508925,0,0,0,0,0,0,1.544236781,0.602819862,0.712250866,1.787498741,2.440449983,-0.545576401,-0.657745064,0.869863462,2.330111599,0.349663141,20.42974565
beginning,247,16,1.290452347,1.072433254,-0.284884543,3.260561233,1.457069544,0.746430728,0.029538341,0.663251752,1.085472139,0.874800709,-0.966342313,-0.921574955,0.141205999,-0.874800709,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.259056175,1.298424714,-1.055412936,-0.295319593,1.396158969,-1.424799142,-0.446422229,0.130392835,-0.400310907,0.349663141,20.39223334
original,1785,6,-0.139867809,-0.529004119,-0.745285669,0.387917751,-0.543025588,-0.634495953,0.28935158,1.00030612,0.651133149,1.861082257,-0.756129389,-1.211105854,1.926259854,-1.861082257,2.978879007,-0.274708362,1.815762648,2.949086407,-0.183761516,2.454356564,0,0,0,0,0,0,0.578186985,0.602819862,0.014488839,1.787498741,1.396158969,0.333646339,-0.657745064,-1.380699315,1.784027098,0.349663141,20.38358222
effectively,834,2,-0.711995872,-0.717408515,-0.17863813,1.345465578,-0.543025588,-0.841634955,-0.36941932,-0.411109046,1.954150119,1.861082257,-1.27210656,-1.211105854,0.465761252,-1.861082257,2.978879007,-0.274708362,2.537639795,4.862441358,-0.183761516,3.978743256,0,0,0,0,0,0,1.9306567,-0.649268867,1.828670111,1.266794157,-0.692423059,1.65248045,0.469310057,0.451901803,-0.400310907,0.349663141,20.32763611
sick,2339,9,0.289228237,3.050679421,2.607378939,1.345465578,-0.543025588,-0.496403284,-0.109606082,0.410460976,-1.086222811,-1.097762386,1.135786907,1.394672249,-0.751320923,1.097762386,-0.33569675,3.640224104,-3.080242089,-0.239838513,8.302271277,-4.925610753,0,0,0,0,0,0,0.329774182,2.689634411,-1.560459737,1.266794157,2.440449983,-0.985187772,1.666806124,-1.252095727,-0.400310907,-3.202058195,20.31231918
add,38,7,0.003164206,1.355039849,1.582016725,1.345465578,0.134972762,0.677384394,0.162331774,0.852844834,-1.520561802,-1.097762386,2.397064432,1.394672249,0.141205999,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,2.703496537,0.602819862,1.5495653,1.787498741,0.351867955,1.21286908,-1.714359241,-0.512625101,-0.400310907,0.349663141,20.26867564
drag,792,17,1.433484362,1.072433254,-0.353632223,-0.569630076,-0.356576042,2.47258908,-0.435238674,-0.832427005,-1.086222811,-1.097762386,1.135786907,1.394672249,-0.751320923,1.097762386,-0.33569675,3.640224104,-1.400784866,-0.239838513,1.004283075,-0.76379312,0,0,0,0,0,0,-0.156010861,0.853237608,-0.683273189,1.266794157,0.874013462,0.333646339,-1.115611207,-0.191116133,-0.400310907,-1.172503146,20.20369379
baby,210,8,0.146196222,0.224613469,-0.072391716,-0.569630076,-0.271826248,1.022616065,0.502975798,1.2109651,-1.086222811,-0.111480839,1.135786907,-0.342513153,1.926259854,0.111480839,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,0.771396944,1.437545682,-0.404168378,0.746089574,1.396158969,-0.545576401,1.807688014,1.802239469,2.330111599,0.349663141,20.18753528
day,661,10,0.432260253,0.036209072,-0.518626653,0.387917751,1.355369791,0.125013722,4.596477709,2.664512061,-1.520561802,-1.097762386,2.397064432,1.394672249,0.141205999,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,0.256170388,-0.649268867,0.619215931,0.22538499,-0.692423059,0.77325771,0.046664387,-0.22326703,-0.400310907,0.349663141,20.18009449
bear,238,15,1.147420331,2.202859635,0.473006541,0.387917751,0.796021153,1.367847735,-0.251637319,0.05234071,-1.086222811,-1.097762386,1.135786907,1.394672249,-0.751320923,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.194652853,0.185456952,-0.264615973,-0.295319593,1.396158969,-1.424799142,0.257987222,0.998467049,-0.400310907,0.349663141,20.14505997
quality,2048,7,0.003164206,0.13041127,0.003498579,-0.569630076,4.033463272,-0.08212528,0.196973539,0.89497663,0.216794159,0.874800709,-0.485855631,-0.921574955,1.161236779,-0.874800709,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,1.801850062,-0.649268867,1.735635176,1.787498741,-0.692423059,2.09209182,1.807688014,-1.380699315,2.8761961,0.349663141,20.12215358
famous,991,1,-0.855027887,-0.246397523,5.34617538,-0.569630076,-0.543025588,-0.841634955,-0.148289386,0.326197384,-0.217544831,-0.111480839,-0.125490619,-0.342513153,0.141205999,0.111480839,-0.33569675,-0.274708362,-0.063953456,4.01206138,-0.183761516,3.301238059,0,0,0,0,0,0,1.544236781,-0.649268867,1.5495653,0.746089574,-0.692423059,1.21286908,1.103278563,1.834390366,2.8761961,0.349663141,20.10882896
lower,1529,16,1.290452347,2.579668429,0.565086766,1.345465578,-0.407425918,0.194060056,0.196973539,0.89497663,-0.651883821,-0.111480839,0.379020388,-0.342513153,0.855227543,0.111480839,-0.33569675,3.640224104,-1.812526577,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.774282731,2.689634411,-2.357902057,-0.816024177,2.96259549,-3.183244623,-0.904288372,-0.126814339,-0.400310907,0.349663141,20.0297947
tie,2634,18,1.576516378,1.072433254,-0.414741271,1.345465578,0.389222143,1.989264741,-0.360758879,-0.36897725,-1.520561802,-1.097762386,2.397064432,1.394672249,0.141205999,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.774282731,-0.649268867,-0.125063567,-0.816024177,-0.692423059,-0.105965031,0.715853365,-0.384021514,-0.400310907,0.349663141,19.99819933
material,1570,11,0.575292269,-0.246397523,-0.835434142,2.303013406,4.558911993,-0.289264282,-0.033394199,0.557922262,0.651133149,1.861082257,-0.756129389,-1.211105854,1.926259854,-1.861082257,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,1.157816863,-0.231905958,0.991355678,1.266794157,-0.170277552,1.21286908,0.081884859,-0.705530482,-0.400310907,0.349663141,19.99362763
power,1947,10,0.432260253,0.978231056,0.331344656,1.345465578,0.575671689,0.746430728,1.363246298,1.758678447,-0.651883821,-0.111480839,0.379020388,-0.342513153,0.855227543,0.111480839,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,1.029010225,0.74194083,0.24707618,0.746089574,1.396158969,-0.545576401,-1.29171357,1.448579604,-0.400310907,0.349663141,19.87559053
stretch,2488,20,1.862580409,0.507220064,-0.773618046,0.387917751,-0.237926331,1.713079405,-0.418495154,-0.706031617,0.216794159,-1.097762386,-0.485855631,1.394672249,-1.898855541,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,0.307693041,0.018511788,0.209862206,0.22538499,0.874013462,-0.545576401,0.50453053,-0.191116133,-0.400310907,0.349663141,19.86731051
grant,1170,15,1.147420331,1.072433254,-0.206970506,0.387917751,-0.271826248,0.60833806,-0.277618643,-0.031922882,-0.651883821,-1.097762386,0.379020388,1.394672249,-1.286837079,1.097762386,2.978879007,-0.274708362,2.069778338,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,0.307693041,-0.649268867,0.656429904,0.746089574,-0.692423059,1.21286908,-0.904288372,-1.219944831,-0.400310907,0.349663141,19.78589226
bag,215,14,1.004388315,0.507220064,-0.482199311,-0.569630076,0.880770946,0.815477063,-0.191591593,0.220867894,-1.520561802,-1.097762386,2.397064432,1.394672249,0.141205999,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,0.513783663,0.74194083,-0.125063567,1.266794157,1.918304476,-0.545576401,-0.270319866,-0.126814339,-0.400310907,0.349663141,19.73145053
state,2457,11,0.575292269,0.789826659,0.014537168,-0.569630076,2.999515789,0.746430728,2.933672984,2.306391795,-0.651883821,-1.097762386,0.379020388,1.394672249,-1.286837079,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.001442894,0.185456952,-0.125063567,0.22538499,0.351867955,-0.105965031,0.962396673,-0.609077791,-0.400310907,0.349663141,19.70437979
say,2243,12,0.718324284,0.318815667,-0.461961899,-0.569630076,0.6943214,0.539291726,3.932510544,2.538116673,-1.520561802,-1.097762386,2.397064432,1.394672249,0.141205999,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.001442894,-0.649268867,0.433146055,-0.295319593,-0.692423059,0.333646339,1.455483289,-1.059190347,-0.400310907,0.349663141,19.69358155
answer,119,15,1.147420331,0.13041127,-0.773618046,0.387917751,-0.017576867,1.436894069,0.306672462,1.021372018,-0.217544831,-0.111480839,-0.125490619,-0.342513153,0.141205999,0.111480839,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,0.191767066,1.020182772,-0.543720784,0.746089574,1.396158969,-0.545576401,1.244160454,0.451901803,-0.400310907,0.349663141,19.67379922
ease,815,9,0.289228237,0.413017865,-0.036976245,0.387917751,-0.305726166,0.60833806,-0.421381968,-0.727097515,-1.086222811,-1.097762386,1.135786907,1.394672249,-0.751320923,1.097762386,2.978879007,-0.274708362,2.069778338,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.001442894,0.881061804,-0.590238254,0.746089574,2.96259549,-1.864410512,1.807688014,0.226845526,1.237942597,0.349663141,19.63086272
simple,2353,9,0.289228237,0.318815667,-0.131417501,1.345465578,0.406172102,-0.289264282,0.145010892,0.831778936,-0.217544831,-0.111480839,-0.125490619,-0.342513153,0.141205999,0.111480839,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,1.061211883,1.333204954,-0.125063567,2.828907908,1.918304476,0.77325771,-0.199878921,0.451901803,1.237942597,0.349663141,19.52742425
shape,2311,11,0.575292269,1.731848643,0.787238358,-0.569630076,1.592669214,0.746430728,-0.244708966,0.073406608,-0.651883821,-1.097762386,0.379020388,1.394672249,-1.286837079,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,1.544236781,-0.649268867,1.5495653,1.787498741,-0.692423059,2.09209182,-1.643918295,1.770088572,-0.400310907,0.349663141,19.47520295
walk,2797,17,1.433484362,-0.152195325,-1.003610283,0.387917751,1.50791942,1.920218407,0.145010892,0.831778936,-1.086222811,-1.097762386,1.135786907,1.394672249,-0.751320923,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.001442894,-0.649268867,0.433146055,-0.295319593,-0.692423059,0.333646339,-0.446422229,0.676958081,-0.400310907,0.349663141,19.45393477
chance,402,9,0.289228237,0.695624461,0.246347525,-0.569630076,0.101072844,0.953569731,0.502975798,1.2109651,-0.217544831,-1.097762386,-0.125490619,1.394672249,-1.643847846,1.097762386,2.978879007,-0.274708362,1.41288195,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,0.925964911,-0.31537854,0.879713753,1.266794157,-0.170277552,1.21286908,-0.587304119,-0.544775998,1.237942597,0.349663141,19.41109041
bar,222,19,1.719548393,1.166635453,-0.424682456,0.387917751,0.592621648,2.196403744,-0.044941454,0.536856364,-1.520561802,-1.097762386,2.397064432,1.394672249,0.141205999,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.774282731,1.854908592,-1.799692434,-0.816024177,0.874013462,-1.424799142,-1.714359241,-1.380699315,-0.400310907,0.349663141,19.40736266
tone,2649,15,1.147420331,1.731848643,0.189682771,0.387917751,0.677371441,1.782125739,-0.36941932,-0.411109046,-1.086222811,-1.097762386,1.135786907,1.394672249,-0.751320923,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.001442894,0.185456952,-0.125063567,0.22538499,0.351867955,-0.105965031,0.927176201,-0.576926895,-0.400310907,0.349663141,19.32692683
resolve,2168,9,0.289228237,0.413017865,-0.036976245,0.387917751,0.084122885,1.505940403,-0.462374723,-1.085217781,0.216794159,-0.111480839,-0.485855631,-0.342513153,-0.368809381,0.111480839,2.978879007,-0.274708362,2.191469576,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,2.317076619,-0.649268867,2.107774922,1.266794157,-0.692423059,1.65248045,-1.467815933,1.609334088,-0.400310907,0.349663141,19.30510303
reading,2082,19,1.719548393,0.884028857,-0.558888452,-0.569630076,0.219722555,1.989264741,0.248936187,0.958174324,0.216794159,-0.111480839,-0.485855631,-0.342513153,-0.368809381,0.111480839,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.001442894,-0.649268867,0.433146055,-0.295319593,-0.692423059,0.333646339,-0.728186009,0.934165255,-0.400310907,0.349663141,19.29064707
strip,2491,19,1.719548393,2.202859635,0.067406196,0.387917751,0.406172102,0.677384394,-0.41560834,-0.684965719,-0.651883821,-1.097762386,0.379020388,1.394672249,-1.286837079,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.51666945,0.463698894,-0.683273189,-0.295319593,0.351867955,-0.545576401,-0.199878921,0.451901803,-0.400310907,0.349663141,19.26799457
shine,2319,11,0.575292269,0.789826659,0.014537168,-0.569630076,0.101072844,0.746430728,-0.462374723,-1.085217781,-0.651883821,-1.097762386,0.379020388,1.394672249,-1.286837079,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,1.673043419,-0.371026925,1.456530364,2.308203324,-0.170277552,2.09209182,1.631585652,-1.219944831,2.330111599,0.349663141,19.26535005
shake,2309,15,1.147420331,1.260837651,-0.093640999,-0.569630076,0.440072019,1.851172073,-0.424268782,-0.748163413,-0.651883821,-1.097762386,0.379020388,1.394672249,-1.286837079,1.097762386,-0.33569675,3.640224104,-1.114869531,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.259056175,1.854908592,-1.427552687,0.22538499,1.918304476,-1.424799142,-0.833847427,1.030617946,-0.400310907,0.349663141,19.26443289
passion,1831,7,0.003164206,-0.152195325,-0.360774839,-0.569630076,-0.068426743,0.055967388,-0.389049654,-0.516438535,0.216794159,-0.111480839,-0.485855631,-0.342513153,-0.368809381,0.111480839,2.978879007,-0.274708362,2.646334881,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,1.544236781,0.066210406,1.07109991,1.787498741,1.396158969,0.333646339,1.314601399,-0.930586759,3.422280601,0.349663141,19.21449531
content,563,10,0.432260253,0.036209072,-0.518626653,1.345465578,1.541819337,0.332152724,0.029538341,0.663251752,0.216794159,-0.111480839,-0.485855631,-0.342513153,-0.368809381,0.111480839,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,1.544236781,-0.649268867,1.5495653,0.746089574,-0.692423059,1.21286908,0.293207695,1.223523327,2.330111599,0.349663141,19.1727542
lay,1456,16,1.290452347,0.601422262,-0.550500578,2.303013406,2.067268058,1.022616065,-0.295516888,-0.095120576,-1.520561802,-1.097762386,2.397064432,1.394672249,0.141205999,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.774282731,2.480952956,-2.218349651,-0.816024177,2.440449983,-2.743633253,-0.058997031,-1.380699315,-0.400310907,0.349663141,19.16008513
air,84,15,1.147420331,1.449242048,0.019688509,-0.569630076,0.541771771,0.746430728,0.803204429,1.442689978,-1.520561802,-1.097762386,2.397064432,1.394672249,0.141205999,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.774282731,0.185456952,-0.683273189,-0.816024177,-0.170277552,-0.545576401,-0.516863174,1.834390366,-0.400310907,0.349663141,19.12443407
try,2703,10,0.432260253,0.978231056,0.331344656,-0.569630076,0.524821813,1.091662399,1.276641886,1.716546651,-1.520561802,-1.097762386,2.397064432,1.394672249,0.141205999,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,0.384977025,0.185456952,0.154041244,0.746089574,1.396158969,-0.545576401,0.046664387,0.226845526,-0.400310907,0.349663141,19.12176225
put,2046,10,0.432260253,0.601422262,-0.008643868,1.345465578,1.304519915,1.160708733,2.090723366,2.053601019,-1.520561802,-1.097762386,2.397064432,1.394672249,0.141205999,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.001442894,-0.649268867,0.433146055,-0.295319593,-0.692423059,0.333646339,-0.094217503,0.355449113,-0.400310907,0.349663141,19.11485319
record,2099,13,0.8613563,0.978231056,-0.080564517,0.387917751,0.711271359,0.470245392,0.387503248,1.10563561,-0.217544831,-0.111480839,-0.125490619,-0.342513153,0.141205999,0.111480839,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,1.544236781,-0.649268867,1.5495653,0.746089574,-0.692423059,1.21286908,-0.622524592,0.837712565,-0.400310907,0.349663141,19.10725979
certain,393,7,0.003164206,-0.717408515,-1.089321675,2.303013406,-0.543025588,-0.841634955,0.28935158,1.00030612,0.216794159,-0.111480839,-0.485855631,-0.342513153,-0.368809381,0.111480839,2.978879007,-0.274708362,1.549932275,1.582404296,-0.183761516,1.365508925,0,0,0,0,0,0,1.157816863,1.020182772,0.154041244,1.787498741,1.396158969,0.333646339,-1.362154515,1.094919739,-0.400310907,0.349663141,18.97061338
raw,2076,14,1.004388315,1.072433254,-0.117925894,0.387917751,-0.543025588,-0.634495953,-0.352098438,-0.326845454,-1.520561802,-1.097762386,2.397064432,1.394672249,0.141205999,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,2.557879851,-1.649761455,0,0,0,0,0,0,-0.001442894,2.272271501,-1.520587623,1.787498741,2.440449983,-0.545576401,-0.798626954,0.998467049,-0.400310907,-1.172503146,18.95190122
heat,1215,11,0.575292269,0.789826659,0.014537168,2.303013406,0.067172927,1.022616065,-0.129813778,0.36832918,-1.086222811,-1.097762386,1.135786907,1.394672249,-0.751320923,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,0.771396944,0.185456952,0.433146055,1.266794157,0.351867955,0.77325771,0.856735256,-0.641228688,-0.400310907,0.349663141,18.8911291
kick,1418,14,1.004388315,0.884028857,-0.239350366,0.387917751,0.202772597,1.713079405,-0.244708966,0.073406608,-1.086222811,-1.097762386,1.135786907,1.394672249,-0.751320923,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.259056175,1.854908592,-1.427552687,0.22538499,2.440449983,-1.864410512,1.279380926,0.38760001,-0.400310907,0.349663141,18.87187215
large,1443,11,0.575292269,0.601422262,-0.140003071,1.345465578,-0.543025588,-0.772588621,0.866714332,1.484821773,-0.651883821,-1.097762386,0.379020388,1.394672249,-1.286837079,1.097762386,-0.33569675,-0.274708362,-0.063953456,1.582404296,-0.183761516,1.365508925,0,0,0,0,0,0,0.660991252,-0.053036141,0.512890288,1.266794157,0.351867955,0.77325771,-0.058997031,-0.31971972,-0.400310907,0.349663141,18.85097224
music,1661,5,-0.282899825,-0.717408515,-0.943612308,-0.569630076,0.524821813,-0.289264282,1.363246298,1.758678447,-0.651883821,-0.111480839,0.379020388,-0.342513153,0.855227543,0.111480839,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,4.635596131,-0.649268867,3.782403789,2.828907908,-0.692423059,2.971314561,-0.516863174,-1.380699315,2.330111599,0.349663141,18.84117853
stuff,2500,14,1.004388315,1.637646445,0.246347525,0.387917751,1.440119585,2.334496412,0.248936187,0.958174324,-0.651883821,-1.097762386,0.379020388,1.394672249,-1.286837079,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.51666945,0.046335985,-0.404168378,-0.295319593,0.351867955,-0.545576401,0.293207695,0.001789248,-0.400310907,0.349663141,18.78518274
United,2729,8,0.146196222,-0.057993127,-0.391130957,2.303013406,0.101072844,-0.220217948,1.155395708,1.653348957,-0.217544831,0.874800709,-0.125490619,-0.921574955,1.926259854,-0.874800709,2.978879007,-0.274708362,2.425991038,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.001442894,0.602819862,-0.404168378,0.22538499,0.351867955,-0.105965031,0.152325805,0.130392835,-0.400310907,0.349663141,18.72597944
shooting,2326,22,2.14864444,2.014455238,-0.217273189,-0.569630076,0.253622473,3.16305242,-0.199674671,0.199801996,0.651133149,-0.111480839,-0.756129389,-0.342513153,-0.751320923,0.111480839,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,-0.774282731,2.689634411,-2.357902057,-0.816024177,1.918304476,-2.304021882,-0.939508844,1.127070636,-0.400310907,-3.709446958,18.69478932
popular,1924,4,-0.42593184,-0.717408515,-0.816116612,0.387917751,-0.543025588,-0.841634955,0.127690009,0.810713038,0.216794159,0.874800709,-0.485855631,-0.921574955,1.161236779,-0.874800709,2.978879007,-0.274708362,2.425991038,4.862441358,-0.183761516,3.978743256,0,0,0,0,0,0,-0.001442894,-0.649268867,0.433146055,-0.295319593,-0.692423059,0.333646339,-1.503036405,1.641484985,2.8761961,0.349663141,18.65896606
bond,291,14,1.004388315,1.355039849,0.064210816,-0.569630076,0.236672514,0.815477063,-0.3232303,-0.200450066,-1.086222811,-1.097762386,1.135786907,1.394672249,-0.751320923,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,0.513783663,-0.649268867,0.805285802,0.746089574,-0.692423059,1.21286908,-0.164658448,0.38760001,1.237942597,0.349663141,18.63364219
tell,2588,9,0.289228237,0.789826659,0.340788781,-0.569630076,1.168920245,0.401199058,1.409435319,1.779744345,-1.086222811,-1.097762386,1.135786907,1.394672249,-0.751320923,1.097762386,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,1.029010225,0.74194083,0.24707618,1.266794157,0.874013462,0.333646339,1.068058091,-0.705530482,-0.400310907,0.349663141,18.63331427
question,2051,11,0.575292269,0.601422262,-0.140003071,0.387917751,-0.220976372,1.160708733,0.745468154,1.400558182,0.651133149,-0.111480839,-0.756129389,-0.342513153,-0.751320923,0.111480839,-0.33569675,-0.274708362,-0.063953456,-0.239838513,-0.183761516,-0.086287923,0,0,0,0,0,0,0.964606903,-0.231905958,0.851803272,2.308203324,0.351867955,1.65248045,-0.763406482,0.966316152,-0.400310907,0.349663141,18.60133665
